单词,音标,中文解释,是否为初中单词
penny,ˈpeni,n. (英)便士；(美)分,False
pension,ˈpenʃn,"n. 退休金，抚恤金；津贴；膳宿费
v. 发给养老金或抚恤金",False
pepper,ˈpepə(r),"n. 胡椒；辣椒；胡椒粉
v. 加胡椒粉于；使布满",False
per,pə(r),"prep. 每；经；按照；每一
n. (Per)人名；(德、挪、丹、瑞典)佩尔",False
percent,pə'sent,"n. 百分比，百分率；部分；百分数
adj. 百分之…的
adv. 以百分之…地",False
percentage,pəˈsentɪdʒ,n. 百分数， 百分率， 百分比,False
perform,pəˈfɔ:m,vt.  做， 履行， 完成； 表演， 演出； 工作情况， 表现,False
performance,pəˈfɔ:məns,n.  演出； 履行， 执行， 完成； 工作情况， 表现， 工作性能,False
performer,pəˈfɔ:mə(r),n. 演出者；执行者；演奏者,False
perfume,ˈpɜ:fju:m,"n. 香味， 芳香；香水； 香料
vt. 使散发香气； 洒香水于",False
permanent,ˈpɜ:mənənt,"adj. 永久的，永恒的；不变的
n. 烫发（等于permanent wave）",False
permission,pəˈmɪʃn,n.  允许， 同意； 许可证， 书面许可,False
permit,pəˈmɪt,"v. 许可；允许；准许
n. 通行证；许可证；执照",False
personally,ˈpɜ:sənəli,adv. 亲自地；当面；个别地；就自己而言,False
personnel,ˌpɜ:səˈnel,"n. 人事部门；全体人员
adj. 人员的；有关人事的",False
persuade,pəˈsweɪd,"v. 说服，劝说；使某人相信；劝某人做（不做）某事
adj. 空闲的，有闲的",False
pest,pest,n.  有害生物， 害虫； 讨厌的人,False
petrol,ˈpetrəl,n. <英>汽油（<美>gasoline）,False
phenomenon,fəˈnɒmɪnən,n. 现象；非凡的人；奇迹(pl-na),False
photograph,ˈfəʊtəgrɑ:f,"v. 为…拍照；使深深印入
n. 照片，相片",False
photographer,fəˈtɒgrəfə(r),n. 摄影师；照相师,False
phrase,freɪz,"n. 短语, 习语, 措辞, 乐句
v. 措词, 将(乐曲)分成乐句",False
physician,fɪˈzɪʃn,n. [医] 医师；内科医师,False
physicist,ˈfɪzɪsɪst,"n. 物理学者, 唯物论者",False
pianist,ˈpɪənɪst,n. 钢琴家；钢琴演奏者,False
pile,paɪl,"n. 堆；摞；叠
v. 堆起；堆积；把……堆起；积聚",False
pill,pɪl,"n. 药丸；弹丸，子弹；口服避孕药
v. 把…制成丸剂；使服用药丸；抢劫，掠夺（古语）",False
pillow,ˈpɪləʊ,"n. 枕头
v. 垫；枕于…；使…靠在",False
pin,pɪn,"n. 大头针，别针，针；栓；琐碎物
v. 钉住；压住；将……用针别住",False
pine,paɪn,"v. 渴望，痛苦；憔悴
n. [林] 松树；凤梨，菠萝
adj. 松木的；似松的",False
pineapple,ˈpaɪnæpl,"n. [园艺] 菠萝；[园艺] 凤梨
adj. 凤梨科的",False
pint,paɪnt,n. 品脱（等于05 夸脱，英制液量 0568 升，美制液量 0473 升）,False
pipe,paɪp,"vt. 用管道输送；用线路系统传输
n.  管子， 管道； 烟斗",False
plain,pleɪn,"adj. 平的；简单的；朴素的；清晰的
n. 平原；无格式；朴实无华的东西
adv. 清楚地；平易地",False
plate,pleɪt,"n. 盘子；板条，板材；号码牌
vt.  镀， 电镀； 覆盖",False
playmate,ˈpleɪmeɪt,n. 玩伴；游伴,False
playroom,ˈpleɪru:m,n. 游戏室；娱乐室,False
pleasant,ˈpleznt,"adj. 令人愉快的，舒适的；讨人喜欢的，和蔼可亲的
n. (Pleasant)人名；(英)普莱曾特",False
plot,plɒt,"v.  密谋， 计划； 绘制…的平面图， 在图上标绘…的位置
n. 故事情节；计划，密谋；小块土地",False
plug,plʌg,"vt. 公开推荐；把…塞住，用…塞住
n.  插头， 插座； 塞子， 栓",False
plus,plʌs,"adj. 表示加的，正的；附加的；有增益的
prep. 加，加上
n.  加号， 正号； 有利因素",False
poet,ˈpəʊɪt,n.  诗人,False
poison,ˈpɔɪzn,"v. 污染；使中毒，放毒于；败坏；阻碍
n. 毒药，毒物；酒；有毒害的事物；[助剂] 抑制剂
adj. 有毒的",False
poisonous,ˈpɔɪzənəs,adj.  有毒的， 有害的； 恶毒的， 邪恶的,False
Pole,pəʊl,n.  地极； 磁极， 电极； 柱， 杆， 杖； 极端,False
Polish,ˈpɒlɪʃ,"n. 磨光，擦亮；上光剂，擦亮剂；优雅，精良
v. 擦亮，变光滑
adj. 波兰的",False
political,pəˈlɪtɪkl,adj.  政治的， 政治上的； 政党的， 党派的,False
politician,ˌpɒləˈtɪʃn,n.  政治家， 政客,False
politics,ˈpɒlətɪks,n.  政治； 政纲， 政见； 政治事务； 权术； 政治学,False
pond,pɒnd,"vt. 筑成池塘
vi. 筑成池塘
n. 池塘",False
popcorn,ˈpɒpkɔ:n,n. 爆米花，爆玉米花,False
pork,pɔ:k,"n. 猪肉
vt. 与女子性交",False
porridge,ˈpɒrɪdʒ,"n. 粥，糊；麦片粥
vt. 服刑",False
port,pɔ:t,"n. 港口，口岸；（计算机的）端口；左舷；舱门
v. 转向左舷",False
portable,ˈpɔ:təbl,"adj. 便于携带的，轻便的，手提式的
n.  便携式计算机",False
porter,ˈpɔ:tə(r),n.  搬运工人； 看门人， 大楼管理员,False
position,pəˈzɪʃn,n.  位置， 方位； 职位， 工作； 姿势， 姿态； 处境， 立场； 地位， 身份,False
possess,pəˈzes,v.  拥有； 支配， 主宰； 受摆布， 缠住， 迷住,False
possession,pəˈzeʃn,n.  持有， 拥有； 所有权； 所有物， 财产， 财富； 领土,False
possibility,ˌpɒsəˈbɪləti,n. 可能， 可能性； 可能的事； 希望,False
postage,ˈpəʊstɪdʒ,n.  邮资， 邮费,False
postbox,ˈpəʊstbɒks,n. 邮箱,False
postcode,ˈpəʊstkəʊd,n. （英）邮政编码；邮区号,False
poster,ˈpəʊstə(r),n.  广告， 广告画； 宣传画； 招贴， 海报,False
postpone,pəˈspəʊn,v. 使…延期；把…放在次要地位；把…放在后面,False
pot,pɒt,"n. 壶；盆；罐
v. 把…装罐；射击；节略",False
potential,pəˈtenʃl,"adj. 潜在的， 可能的；【物】势的， 位的
n. 潜能， 潜力",False
pour,pɔ:(r),"n. 倾泻；流出；骤雨
v. 灌，注；倒；倾泻；倾吐",False
powder,ˈpaʊdə(r),"n. 粉；粉末；[化工][军] 火药；尘土
v. 使成粉末；撒粉；搽粉于",False
practical,ˈpræktɪkl,adj.  实际的； 适用的； 实用的； 应用的,False
prairie,ˈpreəri,"n. 大草原,牧场,",False
praise,preɪz,"n. 赞扬；称赞；荣耀；崇拜
v. 赞美，歌颂；表扬",False
pray,preɪ,"v. 祈祷；恳求；央求
n. (Pray)人名；(匈)普劳伊；(英)普雷",False
prayer,preə(r),n.  祷告， 祈祷； 祷文； 祈求， 祈望,False
precious,ˈpreʃəs,"adj. 宝贵的；珍贵的；矫揉造作的
n. (Precious)人名；(英)普雷舍斯，普雷舍丝(女名)",False
precise,prɪˈsaɪs,adj.  精确的， 准确的， 确切的,False
predict,prɪˈdɪkt,vt.  预言， 预告， 预测,False
preference,ˈprefrəns,n.  喜爱， 偏爱； 优先； 偏爱的事物,False
pregnant,ˈpregnənt,"adj. 怀孕的, 重要的, 富有意义的, 孕育的",False
prejudice,ˈpredʒudɪs,"v.  使抱偏见； 影响某人； 损害
n. 偏见，成见；损害，侵害",False
premier,ˈpremiə(r),"adj.  首要的， 第一位的； 最著名的
n. 总理；首相",False
preparation,ˌprepəˈreɪʃn,n.  准备， 预备； 准备工作， 准备措施,False
prescription,prɪˈskrɪpʃn,n.  指示， 规定； 法规； 药方， 处方； 医生开的药,False
presentation,ˌpreznˈteɪʃn,n.  提供； 显示； 外观， 图像； 授予， 赠送； 报告， 介绍， 引见， 呈现； 表现形式； 表演,False
preserve,prɪˈzɜ:v,"v. 保存；保护；维持；腌；禁猎
n. 保护区；禁猎地；加工成的食品",False
press,pres,"v.  压， 按， 挤； 压榨， 压迫； 催促， 逼迫
n. 报刊；新闻界，新闻工作者；报道，评论；出版社；印刷厂；压，按，挤",False
pressure,ˈpreʃə(r),"n. 压力，压强；强制，压迫
vt.  对…施加压力； 迫使， 说服",False
pretend,prɪˈtend,"v. 假装，伪装，佯装
adj. 假装的",False
prevent,prɪˈvent,"v. (from)预防,防止,阻止,制止,妨碍",False
preview,ˈpri:vju:,"n. 预览；试映；事先查看
v. 预览；预演；事先查看",False
primitive,ˈprɪmətɪv,"adj. 原始的，远古的；简单的，粗糙的
n.  原始人； 原始事物",False
principle,ˈprɪnsəpl,n.  原则， 原理； 规范， 准则； 基本信念， 信条,False
printer,ˈprɪntə(r),n. [计] 打印机；印刷工；印花工,False
prison,ˈprɪzn,"n. 监狱；监禁；拘留所
vt. 监禁，关押",False
prisoner,ˈprɪznə(r),n. 囚犯，犯人；俘虏；刑事被告,False
privilege,ˈprɪvəlɪdʒ,"vt. 给予特权，特别优待
n.  特权， 特殊待遇； 特殊利益， 优惠； 荣耀， 荣幸",False
probable,ˈprɒbəbl,"adj. 很可能的；可信的
n. 很可能的事；大有希望的候选者",False
procedure,prəˈsi:dʒə(r),n.  程序， 手续， 步骤； 常规， 办事惯例,False
process,ˈprəʊses,"v. 处理；加工
n. 过程，进行；方法，步骤；作用；程序；推移
adj. 经过特殊加工（或处理）的",False
production,prəˈdʌkʃn,n.  生产， 制造， 制作； 生产量； 产品， 作品； 出示， 提供,False
profession,prəˈfeʃn,n.  职业， 自由职业； 公开表示,False
professor,prəˈfesə(r),n.  教授,False
profit,ˈprɒfɪt,"v. 得利， 获益； 利用； 有利于
n. 利润， 收益；益处",False
prohibit,prəˈhɪbɪt,vt. 禁止， 阻止， 不准 <；使不可能,False
promote,prəˈməʊt,vt.  提升， 提拔， 晋升； 促进， 增进； 发扬； 发起， 创办； 促销， 宣传， 推销,False
protection,prəˈtekʃn,n. 保护；防卫；护照,False
prove,pru:v,"vi.  证明是， 结果是， 原来是
vt. 证明，证实",False
province,ˈprɒvɪns,n. 省(一个国家的大行政区),False
psychology,saɪˈkɒlədʒi,n.  心理学； 心理， 心理特征,False
pub,pʌb,n. 酒馆；酒吧,False
publicly,'pʌblɪklɪ,adv. 公然地；以公众名义,False
publish,ˈpʌblɪʃ,vt.  出版， 刊印； 公布， 发表,False
pulse,pʌls,"v. 强烈而有规律地跳动；搏动
n. 脉搏；节拍",False
pump,pʌmp,"v. 打气；用抽水机抽…
n. 泵，抽水机；打气筒",False
punctual,ˈpʌŋktʃuəl,adj. 严守时刻的， 准时的， 正点的,False
punctuate,ˈpʌŋktʃueɪt,v.  加标点于； 不时打断； 强调,False
punctuation,ˌpʌŋktʃuˈeɪʃn,n. 标点；标点符号,False
punishment,ˈpʌnɪʃmənt,n.  惩罚， 刑罚； 虐待,False
purchase,ˈpɜ:tʃəs,"n. 购买；紧握；起重装置
v. 购买；赢得",False
pure,pjʊə(r),adj.  纯粹的； 纯的， 纯净的， 纯洁的； 无瑕的； 贞洁的； 纯理论的， 抽象的； 完全的， 十足的， 彻底的,False
purse,pɜ:s,"n. (女士)手提袋；(国家、家庭、团体等的) 财力
v. （嘴巴）皱起，使缩拢；撅嘴",False
puzzle,ˈpʌzl,"v. 迷惑，为难；苦思
n.  智力测验； 谜， 难题， 令人费解的事； 困惑， 迷惑",False
puzzled,ˈpʌzld,adj. 困惑的；茫然的；搞糊涂的,False
pyramid,ˈpɪrəmɪd,n.  金字塔； 锥体； 金字塔形物； 金字塔式的组织,False
quake,kweɪk,"v. 震动；颤抖
n. 地震；颤抖",False
qualification,ˌkwɒlɪfɪˈkeɪʃn,n.  资格； 资格证明， 合格证书； 限制， 限定； 限定性条件,False
quality,ˈkwɒləti,"n. 质量，[统计] 品质；特性；才能
adj. 优质的；高品质的；<英俚>棒极了",False
quantity,ˈkwɒntəti,n.  数量， 数目； 量； 众多， 大宗,False
quarrel,ˈkwɒrəl,"v. 吵架；争论；挑剔
n. 吵架；反目；怨言；争吵的原因；方头凿",False
questionnaire,ˌkwestʃəˈneə(r),n.  调查表； 问卷， 征求意见表,False
queue,kju:,"n. 队列；长队；辫子
v. 排队；排队等候",False
quick,kwɪk,"n. 核心；伤口的嫩肉
adj. 快的；迅速的，敏捷的；灵敏的
adv. 迅速地，快",False
quilt,kwɪlt,"n. 被子；棉被
v. 东拼西凑地编；加软衬料后缝制",False
quit,kwɪt,"v. 离开；放弃；停止；使…解除
n. 离开；[计] 退出
adj. 摆脱了…的；已经了结的",False
quiz,kwɪz,"n. 小测验；智力竞赛
vt.  测验； 盘问， 查问， 询问",False
racial,ˈreɪʃl,adj.  种族的， 人种的,False
radiation,ˌreɪdiˈeɪʃn,"n. 发散, 发光, 发热, 辐射, 放射, 放射线, 放射物",False
radioactive,ˌreɪdiəʊˈæktɪv,adj.  放射性的， 有辐射能力的,False
radium,ˈreɪdiəm,n. [化学] 镭（88号元素符号Ra）,False
rag,ræg,"v.  揶揄， 戏弄， 欺负
n. 抹布；破旧衣服",False
rail,reɪl,"vi.  责骂， 抱怨
n. 栏杆，横杆；铁轨，轨道；铁路",False
rainbow,ˈreɪnbəʊ,"n. 彩虹；五彩缤纷的排列；幻想
adj. 五彩缤纷的；彩虹状的
vt. 使呈彩虹状；如彩虹般装饰
vi. 呈彩虹状",False
raincoat,ˈreɪnkəʊt,n. （美）雨衣,False
rainfall,ˈreɪnfɔ:l,n.  一场雨； 降雨量,False
random,ˈrændəm,"adj. [数] 随机的；任意的；胡乱的
n. 随意
adv. 胡乱地",False
range,reɪndʒ,"vi. 变动，变化；论及，涉及；漫游，来回行动，四处搜索
n. 系列，一系列；幅度，范围；射程，距离；脉；靶场，射击场
vt.  使排列成行； 把…分类",False
rank,ræŋk,"vi.  列入， 占特定等级
n. 军衔，职衔；地位，社会阶层；排，行列
vt. 把…分等，给…评定等级",False
rare,reə(r),"adj. 稀有的；稀薄的；半熟的
adv. 非常；极其
vi. 用后腿站起；渴望",False
rat,ræt,"n. 鼠；卑鄙小人，叛徒
v. 捕鼠；背叛，告密",False
rate,reɪt,"vi.  被评价， 被列入特定级别
n. 速度，进度；比率，率；价格，费用
vt. 对…估价，评估；给…定级，把…列为；值得，应得",False
rather,ˈrɑ:ðə(r),"adv. 宁可，宁愿；相当
int. 当然啦（回答问题时用）
n. (Rather)人名；(英)拉瑟",False
raw,rɔ:,adj.  自然状态的： 未加工过的； 未煮过的， 生的； 未经分析的， 原始的； 生疏无知的， 未经训练的； 露肉而刺痛的,False
ray,reɪ,"n. 射线；光线；【鱼类】鳐形目(Rajiformes)鱼
v. 放射；显出",False
razor,ˈreɪzə(r),"v. 剃，用剃刀刮
n. 剃刀",False
react,riˈækt,vi.  反应， 作出反应； 起作用， 有影响； 反对， 反抗， 反其道而行； 起化学反应,False
reading,ˈri:dɪŋ,"n. 阅读，朗读；读物；读数
adj. 阅读的
v. 阅读（read的ing形式）",False
reality,riˈæləti,n.  现实， 实际； 真实， 逼真,False
reasonable,ˈri:znəbl,adj.  合理的， 有道理的； 公道的； 通情达理的， 讲理的； 明智的； 尚好的， 过得去的,False
rebuild,ˌri:ˈbɪld,v. 重建；改造，重新组装；复原,False
receipt,rɪˈsi:t,n.  发票， 收据； 收入， 进款； 收到， 接到,False
receiver,rɪˈsi:və(r),n.  破产案产业管理人； 涉讼财产管理人； 听筒； 接收器,False
recent,ˈri:snt,adj.  最近的， 新近的， 近来的； 近代的,False
reception,rɪˈsepʃn,n.  接受， 接纳； 接见， 接待， 迎接， 欢迎； 感受， 反应； 招待会， 欢迎会； 接收效果,False
receptionist,rɪˈsepʃənɪst,n. 接待员；传达员,False
recipe,ˈresəpi,n.  烹饪法， 食谱； 方法； 秘诀， 诀窍,False
recite,rɪˈsaɪt,v.  背诵， 朗诵； 列举， 逐一讲述,False
recognise,'rekəgnaɪz,vt.  承认， 认可； 认出， 识别,False
recommend,ˌrekəˈmend,vt.  推荐， 举荐； 劝告， 建议； 使成为可取； 使受欢迎,False
recorder,rɪˈkɔ:də(r),n.  录音机， 录像机； 记录装置， 记录仪,False
recover,rɪˈkʌvə(r),v.  复原， 恢复； 寻回， 收复， 重新得到； 挽回， 弥补,False
recreation,ˌrekriˈeɪʃn,n.  娱乐活动， 消遣,False
rectangle,ˈrektæŋgl,"adj.  长方形的
n. 长方形",False
redirect,ˌri:dəˈrekt,"v. 使改方向；重新寄送
adj. 再直接的
n. 再直接询问",False
refer,rɪˈfɜ:(r),v.  参考， 查阅， 查询； 提到， 谈及； 引用； 提交， 上呈,False
referee,ˌrefəˈri:,"vi.  当裁判
n. 裁判员；证明人，推荐人；仲裁者，调解者",False
reference,ˈrefrəns,n.  提到， 论及； 参考， 查阅； 引文； 参考书目； 证明书， 推荐信,False
reflect,rɪˈflekt,v.  反映， 显示； 反射， 映现； 深思， 考虑， 反省,False
reform,rɪˈfɔ:m,"n. 改革，改良；改正
v. 改革，革新；重新组成
adj. 改革的；改革教会的",False
refresh,rɪˈfreʃ,vt.  使清新； 使恢复精力， 使振作精神， 使恢复活力； 重新振作,False
refreshments,rɪf'reʃmənts,n. 点心；[食品] 茶点；小吃,False
refrigerator,rɪˈfrɪdʒəreɪtə(r),n.  冰箱； 冷藏库,False
refusal,rɪˈfju:zl,n. 拒绝；优先取舍权；推却；取舍权,False
regard,rɪˈgɑ:d,"n. 注意；尊重；问候；凝视
v. 注重，考虑；看待；尊敬；把…看作；与…有关",False
regardless,rɪˈgɑ:dləs,"adj. 不管的；不顾的；不注意的
adv. 不顾后果地；不管怎样，无论如何；不惜费用地",False
regards,rɪ'gɑ:dz,"n. 致意，问候
v. 视为，注意（regard的第三人称单数）",False
register,ˈredʒɪstə(r),"vi. 登记，注册
vt. 给…注册，登记；显示，指示，自动记下；表达，流露；注意到，记住；挂号邮寄，托运
n.  登记， 注册； 登记簿， 花名册",False
regular,ˈregjələ(r),adj.  规则的， 有规律的； 整齐的， 匀称的； 频繁的， 经常的； 正常的； 经常的； 正规的， 正式的,False
regulation,ˌregjuˈleɪʃn,n.  规章， 规则， 规定， 条例， 法令； 管理， 管制， 控制； 调节， 调整,False
reject,rɪˈdʒekt,"vt.  拒绝， 抵制； 抛弃， 摈弃， ， 丢弃； 拒收， 不录用； 排斥
n.  被拒货品， 不合格产品",False
relate,rɪˈleɪt,"vi.  有关， 涉及； 符合； 相处
vt. 使有关联；讲述，叙述",False
relation,rɪˈleɪʃn,n.  关系， 联系； 亲属， 亲戚,False
relay,ˈri:leɪ,"vt.  转播； 传达， 转述
n.  接替人员， 轮换者； 接力赛； 中继设备",False
relevant,ˈreləvənt,adj.  相关的， 有关的； 中肯的， 贴切的； 有价值的， 有意义的,False
reliable,rɪˈlaɪəbl,"adj. 可靠的；可信赖的
n. 可靠的人",False
